,artist,song_name,song_id,release_date,release_date_precision,popularity
526,$uicideboy$,Antarctica,5UGAXwbA17bUC0K9uquGY2,2016-01-26,day,82
527,$uicideboy$,Kill Yourself (Part III),0kEZlJh4mK1QRfb3CT5LPk,2015-09-21,day,81
528,Lil Durk,dangerous,0fyP96TikhD9sM4eKqw5Yp,2024-01-12,day,83
529,Lil Durk,All My Life (feat. J. Cole),6T7FXSuXykeGktMLGp8WgE,2023-05-26,day,77
530,Lil Durk,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,2020-08-14,day,81
531,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,2017-09-29,day,81
532,A Boogie Wit da Hoodie,My Shit,5uQOauh47VFt3B2kV9kRXw,2016-09-16,day,81
533,A Boogie Wit da Hoodie,Secrets,2xB46Bj9HZ4cr058yN4Pla,2020-06-19,day,80
534,"Tyler, The Creator",See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,2017-07-21,day,92
535,"Tyler, The Creator",NEW MAGIC WAND,0fv2KH6hac06J86hBUTcSf,2019-05-17,day,84
536,"Tyler, The Creator",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,2019-05-17,day,83
537,Noah Kahan,Stick Season,0mflMxspEfB0VbI1kyLiAv,2022-10-14,day,96
538,Noah Kahan,Dial Drunk (with Post Malone),22VHOlVYBqytsrAqV8yXBK,2023-07-18,day,87
539,Noah Kahan,Northern Attitude (with Hozier),4oEf84vBYVftf6KmZexhVo,2023-11-10,day,84
540,Yeat,IDGAF (feat. Yeat),2YSzYUF3jWqb9YP9VXmpjE,2023-10-06,day,92
541,Yeat,Out thë way,6IyoLWzljeR3ldQo4KWHT6,2022-09-09,day,84
542,Yeat,Flawlëss (feat. Lil Uzi Vert),1a019wP7IdYLexwbmfZPm3,2022-09-09,day,82
543,Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,2020-05-15,day,83
544,Polo G,RAPSTAR,18vXApRmJSgQ6wG2ll9AOg,2021-06-11,day,81
545,Polo G,Pop Out (feat. Lil Tjay),6uFn47ACjqYkc0jADwEdj1,2019-06-07,day,80
546,Pop Smoke,Dior,79s5XnCN4TJKTVMSmOx8Ep,2019-07-26,day,83
547,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,2020-07-03,day,82
548,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,2020-07-03,day,80
